"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"TXNDC171"	0.000391318203417643	0.465257989067349	0.254	0.224	1	"10"	"TXNDC17"
"SYNC"	0.000506020550658665	0.357011531009374	0.384	0.326	1	"10"	"SYNC"
"SPPL2A"	0.00050846414496655	0.279827687258757	0.286	0.227	1	"10"	"SPPL2A"
"C2orf682"	0.000656538497514194	0.253393342561859	0.329	0.254	1	"10"	"C2orf68"
"RUNX22"	0.000687320613558025	0.415444693298252	0.283	0.18	1	"10"	"RUNX2"
"SNAP23"	0.000712513491142033	0.301951250187462	0.329	0.257	1	"10"	"SNAP23"
"TRABD2A1"	0.0011260419724318	0.345191532371698	0.257	0.144	1	"10"	"TRABD2A"
"MIR6112"	0.00137337272090241	0.948175083798789	0.295	0.252	1	"10"	"MIR611"
"TMEM2582"	0.00254401408694439	0.414489475705929	0.298	0.274	1	"10"	"TMEM258"
"LOC1001308721"	0.00265174028358256	0.317972810439996	0.263	0.15	1	"10"	"LOC100130872"
"MROH83"	0.00741611221421211	1.33201569917183	0.373	0.345	1	"10"	"MROH8"
"MIR3917"	1.55654629951821e-222	5.34022634869894	0.925	0.103	3.29754333552933e-218	"11"	"MIR3917"
"TYMS"	1.85931547572065e-214	5.68167662572768	0.868	0.041	3.9389598353142e-210	"11"	"TYMS"
"STMN1"	2.51867351878173e-209	3.63646056144384	0.947	0.117	5.33580984953909e-205	"11"	"STMN1"
"TYMSOS"	5.23985475145572e-198	6.31506772133378	0.796	0.009	1.11006322909589e-193	"11"	"TYMSOS"
"MCM4"	2.36167293811952e-189	3.58974990602986	0.853	0.041	5.0032041194062e-185	"11"	"MCM4"
"ZWINT"	1.53206226587276e-187	4.04775332774581	0.796	0.018	3.24567391025143e-183	"11"	"ZWINT"
"MCM2"	1.79001809401609e-185	3.83037383241841	0.831	0.031	3.79215333217308e-181	"11"	"MCM2"
"CLSPN"	1.42630536754327e-177	3.60880668689708	0.759	0.02	3.02162792114041e-173	"11"	"CLSPN"
"ASF1B"	1.96092795609813e-175	4.69064030221099	0.759	0.015	4.1542258749939e-171	"11"	"ASF1B"
"PCNA-AS1"	2.2860099226529e-172	2.69286800085384	0.893	0.122	4.84291202114017e-168	"11"	"PCNA-AS1"
"MKI67"	4.63795596602262e-170	4.15188281881424	0.734	0.021	9.82550971401892e-166	"11"	"MKI67"
"PCNA"	8.10529162155978e-169	2.51432159818326	0.922	0.135	1.71710603002744e-164	"11"	"PCNA"
"TK1"	2.22997040541355e-165	5.48063921726207	0.743	0.015	4.72419230386861e-161	"11"	"TK1"
"ENOSF1"	5.75977762763108e-164	2.67649882598328	0.865	0.149	1.22020889041364e-159	"11"	"ENOSF1"
"NUSAP1"	6.28346094306013e-163	3.61176542016681	0.755	0.057	1.33115120078729e-158	"11"	"NUSAP1"
"MCM7"	9.39986042778367e-162	2.53149047321245	0.9	0.165	1.99136043162597e-157	"11"	"MCM7"
"TUBA1B"	2.10887789922657e-157	2.42638890122565	0.966	0.409	4.46765782951148e-153	"11"	"TUBA1B"
"CENPM"	3.58914414172391e-155	3.43458419395091	0.784	0.072	7.6036018642421e-151	"11"	"CENPM"
"FEN1"	1.68814645961744e-154	2.96094503485175	0.768	0.043	3.57633827469955e-150	"11"	"FEN1"
"GAPDH3"	9.02676610369137e-153	1.13805478541656	0.997	0.562	1.91232039906702e-148	"11"	"GAPDH"
"UHRF1"	2.20523257658315e-150	5.61796567904216	0.712	0.013	4.67178521349141e-146	"11"	"UHRF1"
"DTL"	5.98140635832101e-143	5.26584538409371	0.68	0.012	1.26716093701031e-138	"11"	"DTL"
"MCM51"	1.40922879207097e-139	2.29029988774252	0.834	0.136	2.98545119600236e-135	"11"	"MCM5"
"TUBB"	1.49979870452215e-139	1.92934393443586	0.931	0.397	3.17732355553018e-135	"11"	"TUBB"
"SMC2"	1.78952019215947e-134	1.79128839989283	0.768	0.078	3.79109852708985e-130	"11"	"SMC2"
"CDCA7"	9.15858987637262e-133	2.63698869689289	0.759	0.058	1.94024726530954e-128	"11"	"CDCA7"
"RRM2"	1.12927674087179e-132	6.5238461219726	0.63	0.01	2.39237277553688e-128	"11"	"RRM2"
"NCAPG2"	5.00766229150178e-132	1.64993125500173	0.668	0.042	1.06087325645465e-127	"11"	"NCAPG2"
"PKMYT1"	3.20929858616678e-131	5.20322059998714	0.68	0.02	6.79889905479432e-127	"11"	"PKMYT1"
"DUT2"	8.38985967227597e-131	1.73711218629972	0.884	0.239	1.77739177157166e-126	"11"	"DUT"
"H2AFZ2"	1.50560217074165e-130	1.49996610265851	0.959	0.45	3.18961819871619e-126	"11"	"H2AFZ"
"HMGN2"	1.13570675686563e-128	1.9726898121927	0.94	0.473	2.40599476441984e-124	"11"	"HMGN2"
"MAD2L1"	3.97735245814556e-128	2.06801866014136	0.696	0.059	8.42602118258137e-124	"11"	"MAD2L1"
"PAQR4"	2.0257545714153e-126	2.72541441097374	0.668	0.02	4.29156105954332e-122	"11"	"PAQR4"
"UBE2T"	1.71205371039256e-125	2.02288487346869	0.69	0.036	3.62698578546665e-121	"11"	"UBE2T"
"ATAD2"	1.18491379113881e-124	1.51556175356907	0.762	0.105	2.51023986652756e-120	"11"	"ATAD2"
"HMGB21"	1.3844610451499e-124	1.78251386457312	0.94	0.442	2.93298072415007e-120	"11"	"HMGB2"
"TCF19"	2.04869618206123e-124	2.27181563089185	0.702	0.039	4.3401628616967e-120	"11"	"TCF19"
"CENPN1"	4.12820233331621e-124	2.29403098237878	0.79	0.183	8.74559664313039e-120	"11"	"CENPN"
"CDK1"	9.90208695438823e-124	4.37737031394695	0.624	0.013	2.09775712128715e-119	"11"	"CDK1"
"CKS1B"	1.98365668782326e-123	2.24800463939669	0.693	0.058	4.20237669315357e-119	"11"	"CKS1B"
"CKS22"	7.22977913236903e-123	2.39017150621958	0.702	0.096	1.53162870919238e-118	"11"	"CKS2"
"TOP2A"	6.04822491947356e-117	4.89046840581422	0.618	0.02	1.28131644919047e-112	"11"	"TOP2A"
"MCM3"	6.18988936239169e-117	1.71882311777226	0.837	0.161	1.31132806142268e-112	"11"	"MCM3"
"MCM6"	1.35554432401138e-116	1.75363501070045	0.781	0.131	2.87172065041811e-112	"11"	"MCM6"
"RRM1"	3.01631534575459e-116	1.65795429662673	0.762	0.135	6.3900640599811e-112	"11"	"RRM1"
"DNAJC9"	3.5423179998931e-116	1.43170152139561	0.834	0.162	7.50440068277353e-112	"11"	"DNAJC9"
"FANCI"	4.17209274485165e-115	2.15144574812681	0.746	0.171	8.83857847996822e-111	"11"	"FANCI"
"CENPU"	4.98927301155892e-114	2.19587276046526	0.696	0.075	1.05697748749876e-109	"11"	"CENPU"
"CSNK1G1"	5.18104142045635e-114	0.773795987274104	0.815	0.148	1.09760362492368e-109	"11"	"CSNK1G1"
"TPI13"	2.94175486618879e-113	1.1226334094034	0.969	0.526	6.23210768402095e-109	"11"	"TPI1"
"GMNN"	8.7618591119156e-113	1.84754685006423	0.68	0.05	1.85619985285932e-108	"11"	"GMNN"
"KIF11"	1.3119393806013e-112	2.9494831102903	0.599	0.024	2.77934357780386e-108	"11"	"KIF11"
"RANBP13"	1.93552473834163e-112	1.26677017845185	0.871	0.259	4.10040915817674e-108	"11"	"RANBP1"
"NUDT1"	4.0346191345486e-112	0.763791977931535	0.74	0.12	8.5473406365412e-108	"11"	"NUDT1"
"TMEM106C"	2.80557521750554e-111	1.67825672037721	0.777	0.126	5.94361109828548e-107	"11"	"TMEM106C"
"ACTB1"	7.32213613811466e-110	1.00407328825852	0.953	0.544	1.55119454085959e-105	"11"	"ACTB"
"CENPF"	9.01361670609484e-110	3.14093322056856	0.602	0.032	1.90953469918619e-105	"11"	"CENPF"
"TMPO1"	1.4070416185784e-109	1.35858981529836	0.865	0.243	2.98081766895834e-105	"11"	"TMPO"
"HELLS"	2.52916069686734e-109	2.16116464301954	0.633	0.058	5.35802693631346e-105	"11"	"HELLS"
"GINS2"	5.72310460011983e-109	4.22861918998976	0.636	0.014	1.21243970953539e-104	"11"	"GINS2"
"EZH2"	1.60132476186284e-108	1.60745231119301	0.73	0.117	3.39240650800643e-104	"11"	"EZH2"
"PTTG12"	2.24859129968068e-108	1.54264150617201	0.774	0.175	4.76364066837353e-104	"11"	"PTTG1"
"WDR34"	1.09651958669063e-107	3.13741753945302	0.636	0.027	2.3229767444041e-103	"11"	"WDR34"
"ACOT7"	5.4243492627697e-104	1.47902235939369	0.661	0.061	1.14914839131776e-99	"11"	"ACOT7"
"LIG1"	1.34409437851179e-102	1.22653590976286	0.737	0.118	2.84746394087723e-98	"11"	"LIG1"
"FABP52"	1.10839254211743e-99	0.835784329626971	0.687	0.107	2.34812960047578e-95	"11"	"FABP5"
"ATAD5"	1.18804749131165e-99	1.2442141343052	0.652	0.071	2.51687861034373e-95	"11"	"ATAD5"
"H2AFX"	2.14503058008681e-99	2.4225183624466	0.621	0.063	4.54424728391391e-95	"11"	"H2AFX"
"SLC25A5"	6.28883058542559e-99	1.02644050786429	0.912	0.334	1.33228875952241e-94	"11"	"SLC25A5"
"SLC25A5-AS12"	9.0369267804386e-99	0.725343749040031	0.9	0.31	1.91447293843592e-94	"11"	"SLC25A5-AS1"
"LDHA1"	1.27445128131205e-97	0.878326750562612	0.972	0.563	2.69992503945957e-93	"11"	"LDHA"
"H2AFY"	2.28845090234508e-97	1.11421909161173	0.815	0.222	4.84808323661806e-93	"11"	"H2AFY"
"NASP1"	4.33219775544782e-97	1.12783153931322	0.85	0.258	9.1777609449162e-93	"11"	"NASP"
"CCNA2"	3.13777616073941e-96	4.36692673062694	0.633	0.098	6.64737879652644e-92	"11"	"CCNA2"
"C5orf661"	6.5554246387587e-96	0.79801440990913	0.774	0.184	1.38876670972103e-91	"11"	"C5orf66"
"RAD51AP1"	1.48646728237101e-94	3.63498510391267	0.545	0.01	3.14908093770299e-90	"11"	"RAD51AP1"
"H2AFV1"	3.19084684060872e-93	0.917867492318606	0.828	0.284	6.75980903182957e-89	"11"	"H2AFV"
"FANCD2"	3.45401156691804e-93	0.971858295314868	0.646	0.101	7.31732350451587e-89	"11"	"FANCD2"
"ASPM"	3.48251817403947e-92	4.13333908876731	0.545	0.018	7.37771475170262e-88	"11"	"ASPM"
"WDR76"	8.24163139675214e-92	0.947057786825682	0.621	0.068	1.74598961140194e-87	"11"	"WDR76"
"SMC42"	4.81304041991549e-91	1.28297592745252	0.793	0.244	1.0196426129591e-86	"11"	"SMC4"
"KNL1"	5.09266015536096e-91	3.33723277766026	0.545	0.02	1.07888005391322e-86	"11"	"KNL1"
"UBE2C"	4.63236218423943e-90	5.57338014696971	0.539	0.009	9.81365928731122e-86	"11"	"UBE2C"
"SAE1"	6.87035751744384e-90	1.00874129839192	0.815	0.215	1.45548524007048e-85	"11"	"SAE1"
"NCAPH"	7.32207714161864e-90	2.27290325983855	0.555	0.036	1.55118204245191e-85	"11"	"NCAPH"
"IDH21"	1.03563697788159e-89	1.06674109137662	0.89	0.391	2.19399693764214e-85	"11"	"IDH2"
"DEK"	1.15291906690636e-88	0.937813108937008	0.893	0.382	2.44245904324112e-84	"11"	"DEK"
"SLC43A31"	8.33979341677733e-88	1.30927448427577	0.665	0.082	1.76678523534428e-83	"11"	"SLC43A3"
"BIRC5"	1.1714858840341e-87	4.8177609277504	0.53	0.012	2.48179284532624e-83	"11"	"BIRC5"
"C19orf48"	5.90566543756981e-87	1.23911149473731	0.652	0.089	1.25111522294916e-82	"11"	"C19orf48"
"SNRPB1"	9.73371879696283e-87	0.825723858775005	0.959	0.514	2.06208832713658e-82	"11"	"SNRPB"
"PRG2"	1.63983395153089e-85	1.29645127345521	0.636	0.075	3.47398822631818e-81	"11"	"PRG2"
"MELK"	4.97782162830523e-85	3.96738097697106	0.53	0.013	1.05455151195646e-80	"11"	"MELK"
"CDCA5"	5.1123272637046e-85	5.22846147464647	0.52	0.007	1.08304653081582e-80	"11"	"CDCA5"
"RNASEH2A"	1.15610440872514e-84	0.949809051717192	0.63	0.063	2.44920718988421e-80	"11"	"RNASEH2A"
"BRCA2"	1.38785033368534e-84	1.63924626406426	0.592	0.036	2.94016093191239e-80	"11"	"BRCA2"
"NME11"	7.01851517318823e-84	1.31182434087538	0.677	0.135	1.48687243943993e-79	"11"	"NME1"
"CBX51"	8.94847979538059e-84	0.842761041325576	0.727	0.2	1.89573544465138e-79	"11"	"CBX5"
"MTHFD12"	2.1503308026217e-83	1.25539220284755	0.724	0.172	4.55547580535407e-79	"11"	"MTHFD1"
"CHEK1"	2.28655884820056e-83	2.32022332453059	0.558	0.03	4.8440749199129e-79	"11"	"CHEK1"
"ANXA51"	4.20162308220126e-83	0.939110503220247	0.906	0.363	8.90113849964337e-79	"11"	"ANXA5"
"TFDP1"	1.00482715549862e-82	0.931263516520434	0.621	0.095	2.12872632892382e-78	"11"	"TFDP1"
"CDKN3"	1.05530202140409e-82	3.13625215563376	0.527	0.02	2.23565733234456e-78	"11"	"CDKN3"
"DTYMK"	4.83711104143964e-82	0.888805236373007	0.633	0.102	1.02474197412899e-77	"11"	"DTYMK"
"RAN"	1.06444118532587e-81	0.813144014261456	0.94	0.553	2.25501865111285e-77	"11"	"RAN"
"NCAPD3"	1.41761665176161e-81	0.683228252958355	0.608	0.096	3.00322087675696e-77	"11"	"NCAPD3"
"RAD51"	1.87520811280939e-81	3.54100286725997	0.533	0.012	3.9726283869867e-77	"11"	"RAD51"
"TPX2"	8.62158779045903e-81	3.68391111883038	0.539	0.021	1.82648337340875e-76	"11"	"TPX2"
"CFL11"	1.83018047294432e-80	0.748691230634293	0.934	0.578	3.87723733193254e-76	"11"	"CFL1"
"GTSE1"	5.59511096880041e-80	4.86593229284494	0.502	0.009	1.18532425874037e-75	"11"	"GTSE1"
"TIMELESS"	2.99616484971845e-79	1.44210131467273	0.574	0.033	6.34737523412853e-75	"11"	"TIMELESS"
"ENO11"	1.94477453450781e-78	0.784884182743317	0.931	0.598	4.12000485135479e-74	"11"	"ENO1"
"KNTC1"	3.62994511936761e-78	0.982139103753063	0.627	0.074	7.69003873538029e-74	"11"	"KNTC1"
"FAM111B"	4.99517168676661e-78	5.53249501642621	0.524	0.008	1.05822712184151e-73	"11"	"FAM111B"
"PSMC31"	6.0243999004936e-78	0.835897823386356	0.853	0.271	1.27626911891957e-73	"11"	"PSMC3"
"KIF22"	6.32388692952167e-78	1.17750453733099	0.768	0.217	1.33971544601917e-73	"11"	"KIF22"
"DSN1"	1.49940527527095e-77	1.16086850937654	0.605	0.056	3.17649007566151e-73	"11"	"DSN1"
"HLA-DRA2"	2.66668330460339e-77	1.06444119045731	0.809	0.268	5.64936858080227e-73	"11"	"HLA-DRA"
"PKM2"	5.72485150059347e-77	0.907270476516399	0.906	0.521	1.21280979040073e-72	"11"	"PKM"
"KIF15"	6.62797930608243e-77	4.60570720721792	0.498	0.013	1.40413741599356e-72	"11"	"KIF15"
"MCM10"	7.70944642251554e-77	5.5868882983788	0.524	0.009	1.63324622460992e-72	"11"	"MCM10"
"KPNA2"	1.57673995094236e-76	2.23851637527848	0.643	0.104	3.3403235860714e-72	"11"	"KPNA2"
"AURKB"	2.08726362577628e-76	5.01114203189954	0.495	0.013	4.42186799120705e-72	"11"	"AURKB"
"PRDX32"	2.91741223722708e-76	0.846790670665912	0.828	0.294	6.18053782456556e-72	"11"	"PRDX3"
"BUB1"	1.81045773929156e-75	2.69186925745321	0.542	0.029	3.83545472068918e-71	"11"	"BUB1"
"CENPX"	1.90169899421127e-75	1.05673711987407	0.721	0.173	4.02874931923658e-71	"11"	"CENPX"
"SIVA12"	2.3610335248681e-75	0.777562937174809	0.834	0.309	5.00184952243306e-71	"11"	"SIVA1"
"RFC2"	2.60601376789318e-75	1.04832036426167	0.636	0.081	5.5208401672817e-71	"11"	"RFC2"
"PFN12"	3.0914904778393e-75	0.783785493430595	0.918	0.554	6.54932257730256e-71	"11"	"PFN1"
"SLBP1"	7.28084197555802e-75	1.10036752569373	0.749	0.192	1.54244637252197e-70	"11"	"SLBP"
"LSM41"	3.49999219096023e-74	0.720058863030756	0.84	0.284	7.41473345654924e-70	"11"	"LSM4"
"SNRPD12"	5.2260461428417e-74	0.520161440088049	0.69	0.242	1.10713787536101e-69	"11"	"SNRPD1"
"CDC45"	9.21810438731964e-74	5.9480758720011	0.517	0.007	1.95285541445367e-69	"11"	"CDC45"
"NCAPH2"	1.03617132464166e-73	0.853374151716816	0.737	0.195	2.19512895125336e-69	"11"	"NCAPH2"
"SMC1A"	1.49073112828761e-73	0.841920246673075	0.74	0.228	3.1581138952773e-69	"11"	"SMC1A"
"MAD2L2"	2.13024457836442e-73	0.715858482576175	0.715	0.155	4.51292313926502e-69	"11"	"MAD2L2"
"WDHD1"	3.48009008187355e-73	1.6046587489703	0.527	0.034	7.37257083844912e-69	"11"	"WDHD1"
"CENPK"	3.62237739370006e-73	0.528837736665624	0.665	0.147	7.67400650855358e-69	"11"	"CENPK"
"MRPS16"	3.69103915224684e-73	0.512397671626665	0.856	0.313	7.81946644403494e-69	"11"	"MRPS16"
"NCAPG"	3.83597687394713e-73	3.3444235531997	0.533	0.022	8.12651700745699e-69	"11"	"NCAPG"
"ACAT2"	3.98665100282358e-73	0.892780138305874	0.737	0.268	8.44572014948175e-69	"11"	"ACAT2"
"DDX39A"	2.64046211125507e-72	0.790386654865744	0.871	0.342	5.59381898269388e-68	"11"	"DDX39A"
"USP1"	3.35054013133191e-72	0.688479448097977	0.746	0.194	7.09811926822665e-68	"11"	"USP1"
"SKA2"	1.68090887155363e-71	0.560367027283132	0.683	0.195	3.56100544438636e-67	"11"	"SKA2"
"PDIA63"	1.92154269333721e-71	0.731068720031645	0.89	0.361	4.07078819583489e-67	"11"	"PDIA6"
"ATP6V1C23"	5.6150487828069e-71	0.67974261638127	0.84	0.318	1.18954808463764e-66	"11"	"ATP6V1C2"
"CENPH"	1.02563389732059e-70	1.54165551552016	0.492	0.028	2.17280541147367e-66	"11"	"CENPH"
"TUBA1C"	1.14403448863961e-70	1.70449456131455	0.567	0.145	2.42363706418301e-66	"11"	"TUBA1C"
"ANP32B1"	4.40787015631899e-70	0.734827249263225	0.846	0.34	9.33807292616178e-66	"11"	"ANP32B"
"RBBP8"	5.41821971685989e-70	1.01751619786538	0.489	0.035	1.14784984701677e-65	"11"	"RBBP8"
"GGH"	1.18115406577457e-69	3.17386021229633	0.508	0.013	2.50227488834343e-65	"11"	"GGH"
"CDCA4"	1.30516309308405e-69	1.14637300123323	0.611	0.093	2.76498801269855e-65	"11"	"CDCA4"
"SPC25"	1.37719466710086e-69	6.39821197708294	0.47	0.004	2.91758690225317e-65	"11"	"SPC25"
"ANP32E"	2.7408497843496e-69	0.865966605322942	0.856	0.381	5.80649026814463e-65	"11"	"ANP32E"
"NCAPD2"	7.59989246645797e-69	0.95811832367696	0.583	0.096	1.61003721901912e-64	"11"	"NCAPD2"
"DNMT11"	4.35084710137058e-68	0.66923419153903	0.878	0.361	9.21726958425358e-64	"11"	"DNMT1"
"BUB1B"	4.5535436498066e-68	3.85604697713755	0.495	0.013	9.64668222211528e-64	"11"	"BUB1B"
"DHFR"	1.39086871379981e-67	1.00858806256268	0.571	0.109	2.9465553701849e-63	"11"	"DHFR"
"CCNB2"	1.82936789281558e-67	4.41714393465952	0.461	0.011	3.87551588092982e-63	"11"	"CCNB2"
"RBBP7"	2.33333537657113e-67	0.710820695932499	0.815	0.276	4.94317099526594e-63	"11"	"RBBP7"
"COX5A2"	2.36060083554507e-67	0.700514787781676	0.806	0.35	5.00093287010224e-63	"11"	"COX5A"
"CENPW"	2.7777445533763e-67	3.13315789743907	0.492	0.012	5.8846518363277e-63	"11"	"CENPW"
"POLQ"	8.17369063337743e-67	4.4090229173245	0.489	0.013	1.73159636068101e-62	"11"	"POLQ"
"HIRIP3"	1.0123976551633e-66	0.705550172500032	0.608	0.093	2.14476443246346e-62	"11"	"HIRIP3"
"LSM2"	1.75822707292926e-66	0.41284457254583	0.696	0.199	3.72480405400063e-62	"11"	"LSM2"
"PTMA2"	1.89496802147055e-66	0.745494384843165	0.903	0.531	4.01448975348537e-62	"11"	"PTMA"
"CENPE"	2.5524387481178e-66	2.08181646254273	0.489	0.037	5.40734148788756e-62	"11"	"CENPE"
"PRC1"	3.45188569233196e-66	2.18906490238291	0.498	0.033	7.31281983920526e-62	"11"	"PRC1"
"CALM33"	3.7557866804797e-66	0.702567488566545	0.859	0.42	7.95663408259624e-62	"11"	"CALM3"
"PRR11"	4.88410466671815e-66	2.79245631736468	0.448	0.023	1.03469757364424e-61	"11"	"PRR11"
"TPM42"	5.63254904290276e-65	0.734278540177294	0.837	0.372	1.19325551473895e-60	"11"	"TPM4"
"POLE2"	1.45617106251522e-63	2.36941716244336	0.483	0.035	3.08489839593849e-59	"11"	"POLE2"
"BRCA1"	2.63111801721985e-63	2.62799577181955	0.524	0.038	5.57402351948026e-59	"11"	"BRCA1"
"TALDO1"	4.18751701792545e-63	0.644314555270382	0.843	0.295	8.87125480247506e-59	"11"	"TALDO1"
"POLD3"	6.65561867053558e-63	0.864364595679355	0.552	0.072	1.40999281535296e-58	"11"	"POLD3"
"IFI27L1"	9.1083524661824e-63	1.0979347652449	0.495	0.038	1.92960446996074e-58	"11"	"IFI27L1"
"ACTG11"	9.54358418057519e-63	0.567116999733078	0.937	0.597	2.02180830865485e-58	"11"	"ACTG1"
"HLA-DRB54"	1.28101075892154e-62	0.821011374351737	0.84	0.458	2.71382129277529e-58	"11"	"HLA-DRB5"
"NRM"	1.65695182087492e-62	0.798984509123108	0.542	0.056	3.51025243252351e-58	"11"	"NRM"
"RPA31"	1.68767689010246e-62	0.693723862813314	0.708	0.269	3.57534349168206e-58	"11"	"RPA3"
"MMS22L"	1.73234517275986e-62	0.585767127471683	0.545	0.079	3.66997324849177e-58	"11"	"MMS22L"
"CDK2"	1.75242908489627e-62	1.42366448929973	0.508	0.048	3.71252101635275e-58	"11"	"CDK2"
"EBP1"	3.39628714057896e-62	0.628151627880086	0.734	0.211	7.19503430731653e-58	"11"	"EBP"
"FDPS"	2.69417889136223e-61	0.692635476320251	0.746	0.219	5.70761798135088e-57	"11"	"FDPS"
"NDC80"	3.79308863455464e-61	1.94437636116417	0.542	0.077	8.03565827230401e-57	"11"	"NDC80"
"CHCHD21"	7.51477308997194e-61	0.672956651550607	0.875	0.527	1.59200467911056e-56	"11"	"CHCHD2"
"FBXO5"	8.00771886577878e-61	1.79324846368347	0.502	0.041	1.69643524171523e-56	"11"	"FBXO5"
"VDAC12"	8.98429789721764e-61	0.619501752541157	0.784	0.261	1.90332350952556e-56	"11"	"VDAC1"
"LSM32"	2.24870253058923e-60	0.268678542110244	0.652	0.247	4.76387631105328e-56	"11"	"LSM3"
"VRK1"	2.42520128464569e-60	0.622121207005363	0.621	0.12	5.13778892152189e-56	"11"	"VRK1"
"RUSC1-AS1"	2.80686453778701e-60	0.579688369539944	0.727	0.208	5.94634252330178e-56	"11"	"RUSC1-AS1"
"PRC1-AS1"	2.98965838762761e-60	2.06824743231667	0.467	0.027	6.33359129418909e-56	"11"	"PRC1-AS1"
"RFC4"	4.79464103041901e-60	0.987657536342717	0.649	0.085	1.01574470229427e-55	"11"	"RFC4"
"ATP1B31"	8.03747565995735e-60	0.608111208063291	0.787	0.287	1.70273921856196e-55	"11"	"ATP1B3"
"RAD54L"	8.33225131512642e-60	4.27940504377242	0.505	0.106	1.76518744110953e-55	"11"	"RAD54L"
"NUF2"	1.06061260987273e-59	2.34421274006724	0.451	0.022	2.24690781401537e-55	"11"	"NUF2"
"FAM166A"	1.0737344851999e-59	2.71039515867328	0.621	0.161	2.27470650689599e-55	"11"	"FAM166A"
"MSH2"	1.33682686101153e-59	0.614569490420852	0.564	0.103	2.83206770505292e-55	"11"	"MSH2"
"COTL13"	2.28353499079607e-59	0.852666205638113	0.821	0.503	4.83766887800147e-55	"11"	"COTL1"
"PSMB2"	3.05358163973929e-59	0.569769613396112	0.831	0.337	6.46901270378769e-55	"11"	"PSMB2"
"NME1-NME2"	3.94656540490115e-59	0.812403932265609	0.755	0.355	8.36079881028309e-55	"11"	"NME1-NME2"
"TUBB4B"	4.27037567218895e-59	1.79098955388974	0.633	0.166	9.04679086153228e-55	"11"	"TUBB4B"
"E2F2"	4.82175949280214e-59	3.25404506278731	0.467	0.016	1.02148974855013e-54	"11"	"E2F2"
"PSMD14"	4.86538085040217e-59	0.635031347953476	0.671	0.184	1.0307309331577e-54	"11"	"PSMD14"
"AP2S12"	5.53666987070216e-59	0.491183840684579	0.724	0.258	1.17294351210825e-54	"11"	"AP2S1"
"HJURP"	7.74676757029327e-59	5.43787382345475	0.414	0.009	1.64115270976663e-54	"11"	"HJURP"
"ORC6"	1.49550267537809e-58	3.3263402702784	0.448	0.021	3.16822241778849e-54	"11"	"ORC6"
"CDK4"	2.58490031271327e-58	0.908097401291408	0.696	0.227	5.47611131248307e-54	"11"	"CDK4"
"ZWILCH"	4.58371125299534e-58	0.725266144187692	0.495	0.058	9.71059228947063e-54	"11"	"ZWILCH"
"LRR1"	4.98841805126401e-58	0.507665059526667	0.502	0.057	1.05679636416028e-53	"11"	"LRR1"
"PHF19"	9.84039698094834e-58	0.435155756605281	0.564	0.093	2.08468810041391e-53	"11"	"PHF19"
"MSH6"	1.75270007813007e-57	0.840559932516922	0.58	0.113	3.71309511551855e-53	"11"	"MSH6"
"RFC3"	4.59624571540567e-57	0.837009023209937	0.439	0.034	9.73714654808692e-53	"11"	"RFC3"
"HPRT11"	1.31856636791531e-56	0.718202752573421	0.674	0.17	2.79338285042858e-52	"11"	"HPRT1"
"KIF20B1"	1.34306917597722e-56	0.746685981471753	0.567	0.146	2.84529204930775e-52	"11"	"KIF20B"
"NUTF21"	1.40018090600772e-56	0.465906936237054	0.762	0.257	2.96628324937735e-52	"11"	"NUTF2"
"CIT"	2.40533074644545e-56	3.13113451831116	0.451	0.017	5.09569318634469e-52	"11"	"CIT"
"HAT11"	2.82108633267879e-56	0.800314938713309	0.699	0.196	5.97647139578001e-52	"11"	"HAT1"
"TTF2"	2.88466845495366e-56	0.573947486202836	0.552	0.134	6.11117012181932e-52	"11"	"TTF2"
"POLD1"	3.24375602525384e-56	0.751141821236227	0.53	0.057	6.87189713950027e-52	"11"	"POLD1"
"HLA-DRB62"	6.71924830178938e-56	0.792706454172883	0.824	0.428	1.42347275273408e-51	"11"	"HLA-DRB6"
"HLA-DRB12"	8.85574730207486e-56	0.703225364531261	0.862	0.486	1.87609006594456e-51	"11"	"HLA-DRB1"
"TPGS2"	9.95936178838095e-56	0.611250559259265	0.655	0.192	2.1098907948685e-51	"11"	"TPGS2"
"CDT1"	4.52377773604583e-55	4.33969683134901	0.48	0.02	9.58362313381309e-51	"11"	"CDT1"
"ATP5G33"	5.08147785983277e-55	0.635321630888034	0.843	0.433	1.07651108460557e-50	"11"	"ATP5G3"
"SPAG5"	5.34354505104445e-55	2.81515733101121	0.445	0.017	1.13203001906377e-50	"11"	"SPAG5"
"PARK72"	9.15136839457762e-55	0.64546316083252	0.875	0.484	1.93871739439127e-50	"11"	"PARK7"
"MEA12"	9.52174174491104e-55	0.39982459284004	0.705	0.266	2.0171809886594e-50	"11"	"MEA1"
"MTHFD23"	1.5860349877653e-54	0.691631522997375	0.577	0.13	3.36001512158079e-50	"11"	"MTHFD2"
"CORO1A1"	1.60584975895998e-54	0.554003827445896	0.887	0.601	3.40199271435673e-50	"11"	"CORO1A"
"YWHAQ2"	2.50206516562649e-54	0.584765395862775	0.915	0.524	5.30062505337972e-50	"11"	"YWHAQ"
"FKBP1A-SDCBP24"	4.08960836855308e-54	0.257857263464318	0.771	0.38	8.66383532877971e-50	"11"	"FKBP1A-SDCBP2"
