"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"230"	5.1123272637046e-85	5.22846147464647	0.52	0.007	1.08304653081582e-80	"11"	"CDCA5"
"231"	4.99517168676661e-78	5.53249501642621	0.524	0.008	1.05822712184151e-73	"11"	"FAM111B"
"232"	7.70944642251554e-77	5.5868882983788	0.524	0.009	1.63324622460992e-72	"11"	"MCM10"
"233"	9.21810438731964e-74	5.9480758720011	0.517	0.007	1.95285541445367e-69	"11"	"CDC45"
"234"	1.37719466710086e-69	6.39821197708294	0.47	0.004	2.91758690225317e-65	"11"	"SPC25"
"235"	7.74676757029327e-59	5.43787382345475	0.414	0.009	1.64115270976663e-54	"11"	"HJURP"
"236"	2.46913667103764e-37	6.02218696976778	0.354	0.006	5.23086603759323e-33	"11"	"KIF18B"
"237"	4.65360868084784e-37	5.58798645615287	0.373	0.006	9.85866999037615e-33	"11"	"MYBL2"
"238"	9.77884913644968e-34	5.8194612058209	0.376	0.006	2.07164918955686e-29	"11"	"E2F8"
"239"	4.70659611200303e-32	5.58247777611069	0.339	0.006	9.97092386327842e-28	"11"	"PBK"
"240"	1.06777179484042e-30	5.35911217586123	0.342	0.002	2.26207454736942e-26	"11"	"C2orf48"
"241"	5.7417366396982e-111	2.70619571877591	0.709	0.126	1.21638690712006e-106	"12"	"SLC47A1"
"242"	5.15583204035088e-37	2.51643748188073	0.288	0.058	1.09226301774833e-32	"12"	"ACTBL2"
"243"	2.62537466124455e-36	2.50864887874039	0.1	0.375	5.56185621984659e-32	"12"	"MIR3620"
"244"	9.8859290954464e-36	2.5161070629009	0.351	0.179	2.09433407887032e-31	"12"	"PZP"
"245"	1.18742805046104e-26	2.80298701994663	0.268	0.155	2.5155663249017e-22	"12"	"PGGHG"
"246"	3.46869381580829e-24	3.88586832843566	0.334	0.136	7.34842784878985e-20	"12"	"MIR142"
"247"	3.18082270977007e-23	2.86691903073029	0.057	0.297	6.7385729106479e-19	"12"	"NDUFB2-AS1"
"248"	3.95760689295595e-21	3.12875764518687	0.398	0.243	8.38419020272719e-17	"12"	"NPIPB3"
"249"	6.75675856403974e-18	3.24040356219913	0.328	0.227	1.43141930179182e-13	"12"	"FMNL1"
"250"	1.75931431376637e-17	4.19189927600195	0.361	0.201	3.72710737371406e-13	"12"	"LENG9"
"251"	1.32127616974566e-15	3.50068812938532	0.378	0.208	2.79912356560618e-11	"12"	"SPDYE2B"
"252"	3.22796322601847e-15	3.19396977368474	0.448	0.269	6.83844009432013e-11	"12"	"NPIPB5"
"253"	5.1054197006279e-13	3.03495582787845	0.234	0.367	1.08158316357802e-08	"12"	"H3F3AP4"
"254"	2.5105591959685e-11	3.22313046363706	0.508	0.353	5.31861965665928e-07	"12"	"POLR2J3"
"255"	1.88660501019558e-09	2.44663508900969	0.261	0.156	3.99677271409934e-05	"12"	"AMY2B"
"256"	2.37502346363062e-09	2.80680217482649	0.254	0.192	5.03148720770146e-05	"12"	"CEP295"
"257"	4.61552234664614e-09	2.70519827282043	0.385	0.279	9.77798409136985e-05	"12"	"STAG3L1"
"258"	1.26081039381625e-05	3.79921164678931	0.388	0.288	0.267102681929972	"12"	"RASA4B"
"259"	0.0026671108727471	2.96849376633189	0.278	0.222	1	"12"	"SLFN13"
"260"	0.00295628651548632	2.82472258371758	0.258	0.042	1	"12"	"OR10S1"
"261"	9.62567870178806e-135	5.23770776616283	0.963	0.045	2.0392000329738e-130	"13"	"RNF219-AS1"
"262"	4.23726393635071e-127	4.46071623914439	0.976	0.08	8.97664364915897e-123	"13"	"RNF219"
"263"	1.03758157498288e-11	0.382843768107953	0.774	0.543	2.19811656660123e-07	"13"	"IL7R"
"264"	2.34778989620273e-08	0.270193186895103	0.768	0.592	0.000497379289510548	"13"	"TXNIP"
"265"	0.000114317001259477	0.32017385900258	0.421	0.277	1	"13"	"TCF7"
"266"	0.00014355782219588	0.326528852627533	0.634	0.539	1	"13"	"RPL15"
"267"	0.000257823807167475	0.287389663029149	0.506	0.369	1	"13"	"GPR183"
